Id,Collection,Type,Name,UserGroup,AgoraVolume,AgoraNumber,Text,PublishedNumber,Classification,Class,Deposit,Dimensions,Chronology,ChronologyRange,Sort,Sibling,Edges,Bibliography,Parent,AgoraLetter
Agora:Object:Agora XII:49,Agora,Object,"Agora XII, no. 49",Public,12,49,Foot and wall.Spreading ring foot with concave moulding on inner face. Almost horizontal shoulder.,AV 12.49,Black and Plain Pottery | Hydria,Black and Plain Pottery | Hydria,H 12:11-POU,H. pres. 0.215; diam. 0.208.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000049,Agora:Object:P 2853,1,,,
Agora:Object:Agora XII:50,Agora,Object,"Agora XII, no. 50",Public,12,50,"Neck, handle and mouth.Wide neck, slightly concave; broad projecting rim sloping downwards; low round handle. Raised ridge at junction of neck and shoulder. Possibly non-Attic.",AV 12.50,Black and Plain Pottery | Hydria,Black and Plain Pottery | Hydria,Q 15:2,H. pres. 0.128; diam. of rim 0.147.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000050,Agora:Object:P 24174,1,,,
Agora:Object:Agora XII:51,Agora,Object,"Agora XII, no. 51",Public,12,51,"Part of mouth and neck.Projecting rim grooved on the outer edge, underneath and inside. Added clay: a small ivy wreath. Grooves reserved.",AV 12.51,Black and Plain Pottery | Hydria,Black and Plain Pottery | Hydria,C 12:2,H. pres. 0.059; diam. of rim 0.099.,375-350 B.C.,-375;-350,18+0000000001 Agora 0000000012:0000000051,Agora:Object:P 8280,1,,,
Agora:Object:Agora XII:52,Agora,Object,"Agora XII, no. 52",Public,12,52,"Fragment of wall and handle.Vertical ribbing. Horizontal wishbone handle with side projections. Glazed outside, more thinly inside.",AV 12.52,Black and Plain Pottery | Lebes Gamikos,Black and Plain Pottery | Lebes Gamikos,,L. pres. 0.23.,4th c. B.C.,-400;-300,18+0000000001 Agora 0000000012:0000000052,Agora:Object:P 24655,1,,,
Agora:Object:Agora XII:53,Agora,Object,"Agora XII, no. 53",Public,12,53,"About a quarter preserved, most of knob missing.Lid with deep downturned rim, the lower edge thickened. Top flat except for concave moulding near edge. Neck of knob spreads to join top, with a light offset at the lower edge. Scraped lines, two on the vertical rim, one at either side of the concave moulding, one at the base of the knob. Reserved: inside, on lower edge of rim, and the concave moulding.Closely similar lids on figured bowls are: Athens 1659: &lt;i&gt;ARV&lt;/i&gt; 1322,11; and one from Sellada, on Thera: &lt;i&gt;ARV&lt;/i&gt; 1704, 12 bis (addenda to p. 1322). Both, manner of the Meidias painter.",AV 12.53,Black and Plain Pottery | Lebes Gamikos,Black and Plain Pottery | Lebes Gamikos,H 19:1,H. pres. 0.035; diam. est. 0.110.,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000053,Agora:Object:P 25320,1,,,
Agora:Object:Agora XII:54,Agora,Object,"Agora XII, no. 54",Public,12,54,"Half of foot.Foot in two degrees. Vertical rays at bottom of wall. Added red line on edge of upper member. Incised underneath: ΦΙΙ.Another fragmentary krater foot, P 20089, from a context of the early 5th century, has incised underneath ΦΙΛΟΔΕΜΟΙ.",AV 12.54,Black and Plain Pottery | Krater | Column-Krater,Black and Plain Pottery | Krater | Column-Krater,D 7:2,H. pres. 0.055; diam. of foot 0.17.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000054,Agora:Object:P 7056,1,,Agora:Drawing:DA 7781,
Agora:Object:Agora XII:55,Agora,Object,"Agora XII, no. 55",Public,12,55,"Part of a foot, reserved beneath.Ostrakon of Kallixenos (482 B.C.).",AV 12.55,Black and Plain Pottery | Krater | Column-Krater,Black and Plain Pottery | Krater | Column-Krater,A 18-19:1,,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000055,Agora:Object:P 19209,2,,Agora:Image:2012.74.0840,
Agora:Object:Agora XII:56,Agora,Object,"Agora XII, no. 56",Public,12,56,Part of a handle-plate. Non-Attic.Ostrakon of Kallixenos (482 B.C.).,AV 12.56,Black and Plain Pottery | Krater | Column-Krater,Black and Plain Pottery | Krater | Column-Krater,A 18-19:1,,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000056,Agora:Object:P 17662,1,,Agora:Drawing:DA 13984,
Agora:Object:Agora XII:57,Agora,Object,"Agora XII, no. 57",Public,12,57,Part of a rim.Ostrakon of Aristeides (482 B.C.).,AV 12.57,Black and Plain Pottery | Krater | Column-Krater,Black and Plain Pottery | Krater | Column-Krater,,,Ca. 500 B.C.,-500,18+0000000001 Agora 0000000012:0000000057,Agora:Object:P 23800,1,,Agora:Drawing:DA 13734,
Agora:Object:Agora XII:58,Agora,Object,"Agora XII, no. 58",Public,12,58,"Foot missing, restored.Collar rim, with concave outer face, flat on top. Reserved: a zone above the foot, decorated with rays. Added red: two lines at the level of the lower attachment of the handles.Slightly later, more fragmentary: P 15971 F 19:4",AV 12.58,Black and Plain Pottery | Krater | Column-Krater,Black and Plain Pottery | Krater | Column-Krater,C 18:4,,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000058,Agora:Object:P 19158,1,,,
Agora:Object:Agora XII:59,Agora,Object,"Agora XII, no. 59",Public,12,59,"Spreading ring foot, flat on top with a vertical face punc- tuated by a moulded ring. Flaring rim, slightly offset, deco- rated above with laurel wreath, below with egg pattern. Lug handles.P 20035, a rim fragment, has a row of egg-and-dart in relief, reserved, with a deep groove above.",AV 12.59,Black and Plain Pottery | Krater | Bell-Krater,Black and Plain Pottery | Krater | Bell-Krater,O 8:1,"H. 0.303; diam of rim, as restored 0.355.",470-460 B.C.,-470;-460,18+0000000001 Agora 0000000012:0000000059,Agora:Object:P 24254,1,,Agora:Drawing:DA 6618,
Agora:Object:Agora XII:60,Agora,Object,"Agora XII, no. 60",Public,12,60,"Spreading ring foot almost flat on top with slightly convex outer face. Flaring rim, offset. Reserved: handle-panel, a line on the top of the rim, the vertical face of the foot.",AV 12.60,Black and Plain Pottery | Krater | Bell-Krater,Black and Plain Pottery | Krater | Bell-Krater,B 15:1,H. 0.236; diam. of rim 0.252.,Ca. 420 B.C.,-420,18+0000000001 Agora 0000000012:0000000060,Agora:Object:P 11000,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 86, 31.",,
Agora:Object:Agora XII:61,Agora,Object,"Agora XII, no. 61",Public,12,61,"Foot, much of wall and most of both handles missing, restored.Flaring rim, grooved at the edge. Edge of rim reserved, decorated with eggs enclosed by arcs.Another fragmentary late bell-krater is P 6385 D 15:3; and P 22029 F 11:2-U is part of a base and foot with a hole broken through the bottom.",AV 12.61,Black and Plain Pottery | Krater | Bell-Krater,Black and Plain Pottery | Krater | Bell-Krater,D-E 8-9:1,H. pres. 0.24; diam. of rim 0.405.,Late 4th c. B.C.,-325;-300,18+0000000001 Agora 0000000012:0000000061,Agora:Object:P 6928,1,,,
Agora:Object:Agora XII:62,Agora,Object,"Agora XII, no. 62",Public,12,62,"Foot and start of wall.Torus foot, made of a single sheet of clay turned under to provide the resting surface.",AV 12.62,Black and Plain Pottery | Krater | Bell-Krater,Black and Plain Pottery | Krater | Bell-Krater,,H. pres. 0.091; diam. of foot est. 0.23.,4th c. B.C. (?),-400;-301,18+0000000001 Agora 0000000012:0000000062,Agora:Object:P 24722,1,,Agora:Drawing:DA 7849,
Agora:Object:Agora XII:63,Agora,Object,"Agora XII, no. 63",Public,12,63,"Fragments of wall.Large vertical tongues, outlined by small raised ridges. Above the tongues, two light grooves. Glazed inside and out.This piece might have carried figured decoration above the tongues.",AV 12.63,Black and Plain Pottery | Krater | Fragment,Black and Plain Pottery | Krater | Fragment,R 18:2,,Early 4th c. B.C. (?),-400;-390,18+0000000001 Agora 0000000012:0000000063,Agora:Object:P 14236,1,,,
Agora:Object:Agora XII:64,Agora,Object,"Agora XII, no. 64",Public,12,64,"Foot missing.Bulbous body with flaring rim. Two horizontal handles. Glazed inside and two bands outside, one at rim, one below handle-level. Handle-panel reserved.",AV 12.64,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,A 17:1-U,,575-550 B.C.,-575;-550,18+0000000001 Agora 0000000012:0000000064,Agora:Object:P 18518,1,,,
Agora:Object:Agora XII:65,Agora,Object,"Agora XII, no. 65",Public,12,65,"Part of wall and one handle.Plain rim; bell handle, slightly uptilted, set well below rim. Glazed inside; horizontal banding on outside, three bands preserved. Handle-panel reserved.",AV 12.65,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,P 7:9,H. pres. 0.075; diam. of rim est. 0.14.,Ca. 550 B.C.,-550,18+0000000001 Agora 0000000012:0000000065,Agora:Object:P 24257,1,,,
Agora:Object:Agora XII:66,Agora,Object,"Agora XII, no. 66",Public,12,66,"Ring foot, projecting at the bottom. High incurving wall, rounded rim. Glazed inside and out; reserved beneath. Perhaps banded on the outside but the glaze has fired red and is badly peeled.",AV 12.66,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,Q 12:3,H. 0.115; diam. 0.22.,500-480 B.C.,-500;-480,18+0000000001 Agora 0000000012:0000000066,Agora:Object:P 25759,1,,,
Agora:Object:Agora XII:67,Agora,Object,"Agora XII, no. 67",Public,12,67,Most of handle and part of rim and wall.Raised ridge between handle and rim. Wishbone handle rising above the rim. Glazed inside and out; handle-panel reserved.,AV 12.67,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,R 13:4,H. pres. 0.063; diam. est. 0.22.,450-425 B.C.,-450;-425,18+0000000001 Agora 0000000012:0000000067,Agora:Object:P 2319,1,"&lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 507, 36.",,
Agora:Object:Agora XII:68,Agora,Object,"Agora XII, no. 68",Public,12,68,"Ring foot. Wall curves to plain vertical rim flat on top. A groove and a light ridge between handle and rim. Wishbone handles, just rising above rim. Intentional red glaze inside and out and on the underside, now mostly peeled. The rim, inside and out, the handle, foot and two circles on the under- side glazed black.",AV 12.68,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,A 20:7,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000068,Agora:Object:P 16753,1,,,
Agora:Object:Agora XII:69,Agora,Object,"Agora XII, no. 69",Public,12,69,"Ring foot; flaring rim, flat on top. Two horizontal handles. Reserved: handle-panel and resting surface.Slightly larger, P 16967 A-B 21-22:1. Here the glaze has peeled badly, but there seems to have been a wide reserved band on the outside.",AV 12.69,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,N 7:3,,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000069,Agora:Object:P 21363,1,,Agora:Image:2012.55.0648,
Agora:Object:Agora XII:70,Agora,Object,"Agora XII, no. 70",Public,12,70,"Ring foot; wall thickens at the flat rim, which slopes inward. Reserved: resting surface and underside, with glazed circle. Vertical scratches on the outside, just below the rim.",AV 12.70,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,B 15:1,H. 0.119; diam. 0.332.,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000070,Agora:Object:P 10577,1,"&lt;i&gt;Hesperia,&lt;/i&gt; XVIII, 1949, pl. 93, 57.",,
Agora:Object:Agora XII:71,Agora,Object,"Agora XII, no. 71",Public,12,71,"Ring foot. A sharp angle at junction of floor and wall. Broad projecting rim, flat on top and with a vertical outer face. Reserved: the resting surface, a zone around the wall. the top and the vertical face of the rim. Two suspension holes in rim.A fragment from a similar bowl comes from a slightly later deposit, P 24175 Q 15:2.",AV 12.71,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,R 13:4,H. 0.148; diam. 0.286.,Ca. 450 B.C.,-450,18+0000000001 Agora 0000000012:0000000071,Agora:Object:P 2351,1,"&lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 494, fig. 16, 67.",Agora:Image:2013.04.9236,
Agora:Object:Agora XII:72,Agora,Object,"Agora XII, no. 72",Public,12,72,"Ring foot; convex wall; flaring rim, rounded on top. Lug handles. Reserved: resting surface and band (?) on under- side. Glaze mottled, red and cream.A lug handle, P 15657, perhaps comes from a similar bowl. It is glazed above, and pierced vertically.",AV 12.72,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,O 19:4-U,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000072,Agora:Object:P 14156,1,,,
Agora:Object:Agora XII:73,Agora,Object,"Agora XII, no. 73",Public,12,73,"Part of wall and rim.Oval bowl, the wall drawn slightly in at the top. Torus rim. Reserved: an irregular band on the wall. Handle attachment at level of band.",AV 12.73,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,D 17:6,,400-375 B.C.,-400;-375,18+0000000001 Agora 0000000012:0000000073,Agora:Object:P 20100,1,,,
Agora:Object:Agora XII:74,Agora,Object,"Agora XII, no. 74",Public,12,74,"Ring foot. Flaring rim, rounded on top. Two horizontal handles, curling upwards. Glazed inside, on rim, on outside of handles, a band below the handle-zone, and the outer face of the foot.",AV 12.74,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,R 13:4,H. 0.135; diam. of rim 0.21.,450-425 B.C.,-450;-425,18+0000000001 Agora 0000000012:0000000074,Agora:Object:P 2355,1,"&lt;i&gt;Hesperia,&lt;/i&gt; IV, 1935, p. 494, fig. 16, 71.",Agora:Image:2019.04.0455,
Agora:Object:Agora XII:75,Agora,Object,"Agora XII, no. 75",Public,12,75,"Hole in center of floor.Ring foot. Flaring rim; two horizontal handles, curling upwards. Glazed as &lt;b&gt;74&lt;/b&gt;. The bowl has warped a little and is slightly oval.Similar and contemporary are P 24176 Q 15:2; P 18980 C 19:9-U and P 16965 A-B 21-22:1, smaller. See also &lt;i&gt;Agora,&lt;/i&gt; X, pls. 15 and 34, DM 74 (P 25301 G 11:4) which consists of fragments from a late 4th century context, close in shape to &lt;b&gt;75&lt;/b&gt;.",AV 12.75,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,H 12:6,,425-400 B.C.,-425;-400,18+0000000001 Agora 0000000012:0000000075,Agora:Object:P 13253,1,,Agora:Image:2016.04.0618,
Agora:Object:Agora XII:76,Agora,Object,"Agora XII, no. 76",Public,12,76,"Foot missing.Shallow body. Flaring rim; two horizontal handles, curling upwards. Reserved: a broad zone on the upper wall outside, and the insides of the handles.",AV 12.76,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,A-B 21-22:1,,Ca. 400 B.C.,-400,18+0000000001 Agora 0000000012:0000000076,Agora:Object:P 16966,1,,,
Agora:Object:Agora XII:77,Agora,Object,"Agora XII, no. 77",Public,12,77,"Ring foot. Projecting rim; two horizontal handles, curling upwards. Reserved: underneath and outer face of foot, and two broad zones on the wall.Similar and earlier are P 10937 B 13:5 and P 3867 F 14:1, both fragmentary.",AV 12.77,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,E 2:3,,380-350 B.C.,-380;-350,18+0000000001 Agora 0000000012:0000000077,Agora:Object:P 14652,1,,,
Agora:Object:Agora XII:78,Agora,Object,"Agora XII, no. 78",Public,12,78,"Part of foot, wall and rim, with one handle.Ring foot. Projecting rim; two horizontal handles, curling upwards. Reserved: a zone at the handle-level, decorated with an ivy pattern of stems, leaves and berries; handle- panel, resting surface and underside.",AV 12.78,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,L 17:6,H. 0.165; diam. of rim est. 0.29.,380-350 B.C.,-380;-350,18+0000000001 Agora 0000000012:0000000078,Agora:Object:P 26062,1,,,
Agora:Object:Agora XII:79,Agora,Object,"Agora XII, no. 79",Public,12,79,"Most of rim and part of wall and of one handle.Projecting rim; two horizontal handles. Reserved: a zone at the handle-level, decorated with an ivy pattern of stems, leaves and berries; handle-panel.",AV 12.79,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,E 6:3,H. pres. 0.099; diam. of rim est. 0.31.,380-350 B.C.,-380;-350,18+0000000001 Agora 0000000012:0000000079,Agora:Object:P 8606,1,,,
Agora:Object:Agora XII:80,Agora,Object,"Agora XII, no. 80",Public,12,80,"Body and root of one handle.Projecting rim; two horizontal handles. Reserved: two zones on the outside, and the top of the rim, decorated with glazed rays.P 8276, from the same deposit, has the same decoration on the rim.",AV 12.80,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,C 12:2,H. pres. 0.123; diam. of rim 0.199.,Ca. 350 B.C.,-350,18+0000000001 Agora 0000000012:0000000080,Agora:Object:P 8277,1,,,
Agora:Object:Agora XII:81,Agora,Object,"Agora XII, no. 81",Public,12,81,"Part of rim and wall.Projecting rim, flat on top. The upper wall nearly vertical and separated from the curving lower wall by a deep groove. Glazed inside; the outside reserved so far as preserved, and decorated in two zones: on the upper wall, chevrons on one side, scroll pattern on the other; below, an ivy wreath with stems, leaves and berries. Also reserved, the underside of the rim and the top, decorated with wave pattern.Similar patterning, P 8278 C 12:2.",AV 12.81,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,,,Ca. 350 B.C.,-350,18+0000000001 Agora 0000000012:0000000081,Agora:Object:P 884,1,,,
Agora:Object:Agora XII:82,Agora,Object,"Agora XII, no. 82",Public,12,82,"Both handles missing.Ring foot. Overhanging rim; two horizontal handles, curling upwards. Depression in floor inside. Reserved: resting surface and underside with glazed circle, two zones on the wall, and the overhanging rim decorated with egg pattern.The only comparable piece with a depression in the floor is P 11808 BB 17:1.",AV 12.82,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,C 19:5(b),,400-350 B.C.,-400;-350,18+0000000001 Agora 0000000012:0000000082,Agora:Object:P 19554,1,,Agora:Drawing:DA 7661,
Agora:Object:Agora XII:83,Agora,Object,"Agora XII, no. 83",Public,12,83,"Ring foot; shallow body which turns sharply inwards be- coming concave just below the rim. Projecting rim, flat on top. Reserved: two zones on the wall outside, underneath the foot, and the top of the rim, decorated with a wave pattern.Of the same shape, having an angle below the rim, but no patterning on the top of the rim, P 6197, D 15:3.",AV 12.83,Black and Plain Pottery | Large Bowl,Black and Plain Pottery | Large Bowl,S 19:3,,Ca. 350 B.C.,-350,18+0000000001 Agora 0000000012:0000000083,Agora:Object:P 12318,1,,,
